EmploymentID,EmployeeID,Office,Start_Date,Termination_Date,Office_Type,Currency,Salary,Active Status,Job_Profile
2331,102332,Boulder,6/27/2016,12/12/2999,Technology,USD,96000,1,JP_1038
2332,102333,Boulder,6/27/2016,10/9/2019,Technology,USD,79000,0,JP_1025
2333,102334,NYC,6/27/2016,12/12/2999,Corporate,USD,52000,1,JP_1019
2334,102335,Tokyo,6/27/2016,12/12/2999,Corporate,JPY,9501000,1,JP_1002
2335,102336,London,6/27/2016,12/12/2999,Corporate,GBP,33000,1,JP_1007
2336,102337,London,6/27/2016,12/12/2999,Corporate,GBP,16000,1,JP_1037
2337,102338,London,6/27/2016,1/3/2020,Corporate,GBP,33000,0,JP_1001
2338,102339,Boulder,7/4/2016,12/30/2019,Technology,USD,97000,0,JP_1040
2339,102340,Boulder,7/4/2016,2/20/2020,Technology,USD,94000,0,JP_1038
2340,102341,Boulder,7/4/2016,12/12/2999,Technology,USD,82000,1,JP_1028
2341,102342,Boulder,7/4/2016,12/12/2999,Technology,USD,95000,1,JP_1038
2342,102343,NYC,7/4/2016,12/12/2999,Corporate,USD,80000,1,JP_1025
2343,102344,NYC,7/4/2016,12/12/2999,Corporate,USD,67000,1,JP_1006
2344,102345,NYC,7/4/2016,4/11/2022,Corporate,USD,78000,1,JP_1023
2345,102346,NYC,7/4/2016,3/7/2019,Corporate,USD,53000,0,JP_1016
2346,102347,NYC,7/4/2016,12/12/2999,Corporate,USD,65000,1,JP_1010
2347,102348,NYC,7/4/2016,6/29/2021,Corporate,USD,58000,1,JP_1018
2348,102349,NYC,7/4/2016,12/12/2999,Corporate,USD,56000,1,JP_1019
2349,102350,Oslo,7/4/2016,7/8/2020,Technology,NOK,534000,0,JP_1038
2350,102351,London,7/4/2016,8/16/2021,Corporate,GBP,39000,1,JP_1004
2351,102352,Boulder,7/11/2016,9/4/2020,Technology,USD,98000,0,JP_1038
2352,102353,Boulder,7/11/2016,6/11/2018,Technology,USD,91000,0,JP_1040
2353,102354,NYC,7/11/2016,10/2/2018,Corporate,USD,72000,0,JP_1032
2354,102355,NYC,7/11/2016,3/14/2023,Corporate,USD,58000,1,JP_1018
2355,102356,NYC,7/11/2016,12/12/2999,Corporate,USD,51000,1,JP_1015
2356,102357,London,7/11/2016,9/1/2022,Corporate,GBP,25000,1,JP_1035
2357,102358,Boulder,7/18/2016,2/8/2018,Technology,USD,90000,0,JP_1038
2358,102359,NYC,7/18/2016,12/12/2999,Corporate,USD,48000,1,JP_1037
2359,102360,NYC,7/18/2016,12/12/2999,Corporate,USD,54000,1,JP_1016
2360,102361,NYC,7/18/2016,12/12/2999,Corporate,USD,53000,1,JP_1016
2361,102362,NYC,7/18/2016,7/9/2021,Corporate,USD,73000,1,JP_1029
2362,102363,NYC,7/18/2016,12/8/2017,Corporate,USD,56000,0,JP_1018
2363,102364,London,7/18/2016,12/29/2020,Corporate,GBP,39000,0,JP_1007
2364,102365,SanJose,7/25/2016,3/9/2017,Corporate,USD,50000,0,JP_1016
2365,102366,SanJose,7/25/2016,1/31/2018,Corporate,USD,52000,0,JP_1016
2366,102367,SanJose,7/25/2016,9/11/2017,Corporate,USD,52000,0,JP_1016
2367,102368,SanJose,7/25/2016,10/30/2017,Corporate,USD,72000,0,JP_1035
2368,102369,SanJose,7/25/2016,2/9/2021,Corporate,USD,73000,0,JP_1029
2369,102370,SanJose,7/25/2016,12/12/2999,Corporate,USD,77000,1,JP_1027
2370,102371,SanJose,7/25/2016,12/12/2999,Corporate,USD,57000,1,JP_1016
2371,102372,SanJose,7/25/2016,12/12/2999,Corporate,USD,73000,1,JP_1029
2372,102373,Boulder,7/25/2016,12/12/2999,Technology,USD,60000,1,JP_1001
2373,102374,Boulder,7/25/2016,12/12/2999,Technology,USD,94000,1,JP_1038
2374,102375,NYC,7/25/2016,6/27/2018,Corporate,USD,70000,0,JP_1029
2375,102376,NYC,7/25/2016,12/28/2023,Corporate,USD,58000,1,JP_1019
2376,102377,Oslo,7/25/2016,2/27/2017,Technology,NOK,539000,0,JP_1040
2377,102378,London,7/25/2016,12/12/2999,Corporate,GBP,41000,1,JP_1023
2378,102379,London,7/25/2016,3/5/2018,Corporate,GBP,35000,0,JP_1016
2379,102380,Boulder,7/28/2016,12/12/2999,Technology,USD,96000,1,JP_1041
2380,102381,Boulder,7/28/2016,8/17/2017,Technology,USD,90000,0,JP_1040
2381,102382,Boulder,7/28/2016,12/12/2999,Technology,USD,94000,1,JP_1038
2382,102383,Boulder,7/28/2016,12/12/2999,Technology,USD,97000,1,JP_1039
2383,102384,SanJose,8/1/2016,9/8/2016,Corporate,USD,47000,0,JP_1037
2384,102385,SanJose,8/1/2016,12/12/2999,Corporate,USD,51000,1,JP_1020
2385,102386,SanJose,8/1/2016,12/12/2999,Corporate,USD,67000,1,JP_1008
2386,102387,SanJose,8/1/2016,11/4/2016,Corporate,USD,72000,0,JP_1029
2387,102388,SanJose,8/1/2016,12/12/2999,Corporate,USD,53000,1,JP_1037
2388,102389,SanJose,8/1/2016,8/12/2018,Corporate,USD,75000,0,JP_1029
2389,102390,SanJose,8/1/2016,8/24/2016,Corporate,USD,46000,0,JP_1037
2390,102391,SanJose,8/1/2016,5/9/2017,Corporate,USD,60000,0,JP_1006
2391,102392,SanJose,8/1/2016,12/12/2999,Corporate,USD,83000,1,JP_1026
2392,102393,SanJose,8/1/2016,10/18/2017,Corporate,USD,58000,0,JP_1016
2393,102394,SanJose,8/1/2016,11/25/2023,Corporate,USD,80000,1,JP_1028
2394,102395,SanJose,8/1/2016,12/20/2017,Corporate,USD,54000,0,JP_1015
2395,102396,SanJose,8/1/2016,9/4/2017,Corporate,USD,75000,0,JP_1029
2396,102397,NYC,8/1/2016,12/12/2999,Corporate,USD,53000,1,JP_1016
2397,102398,NYC,8/1/2016,12/12/2999,Corporate,USD,61000,1,JP_1008
2398,102399,NYC,8/1/2016,12/12/2999,Corporate,USD,67000,1,JP_1008
2399,102400,London,8/1/2016,11/3/2018,Corporate,GBP,44000,0,JP_1025
2400,102401,London,8/1/2016,12/12/2999,Corporate,GBP,31000,1,JP_1015
2401,102402,London,8/4/2016,12/12/2999,Corporate,GBP,30000,1,JP_1010
2402,102403,London,8/4/2016,12/12/2999,Corporate,GBP,34000,1,JP_1018
2403,102404,Boulder,8/4/2016,12/20/2018,Technology,USD,95000,0,JP_1038
2404,102405,SanJose,8/8/2016,10/14/2023,Corporate,USD,80000,1,JP_1029
2405,102406,SanJose,8/8/2016,12/12/2999,Corporate,USD,64000,1,JP_1005
2406,102407,SanJose,8/8/2016,5/27/2017,Corporate,USD,68000,0,JP_1004
2407,102408,SanJose,8/8/2016,11/20/2017,Corporate,USD,57000,0,JP_1019
2408,102409,SanJose,8/8/2016,6/5/2021,Corporate,USD,54000,0,JP_1016
2409,102410,SanJose,8/8/2016,2/6/2021,Corporate,USD,81000,0,JP_1023
2410,102411,SanJose,8/8/2016,5/6/2022,Corporate,USD,79000,1,JP_1035
2411,102412,SanJose,8/8/2016,1/12/2017,Corporate,USD,53000,0,JP_1037
2412,102413,SanJose,8/8/2016,8/1/2018,Corporate,USD,78000,0,JP_1022
2413,102414,SanJose,8/8/2016,1/4/2017,Corporate,USD,70000,0,JP_1029
2414,102415,SanJose,8/8/2016,12/12/2999,Corporate,USD,72000,1,JP_1029
2415,102416,SanJose,8/8/2016,6/1/2017,Corporate,USD,58000,0,JP_1015
2416,102417,SanJose,8/8/2016,3/22/2017,Corporate,USD,76000,0,JP_1035
2417,102418,SanJose,8/8/2016,12/12/2999,Corporate,USD,55000,1,JP_1016
2418,102419,SanJose,8/8/2016,2/13/2021,Corporate,USD,56000,0,JP_1015
2419,102420,SanJose,8/8/2016,12/12/2999,Corporate,USD,57000,1,JP_1016
2420,102421,SanJose,8/8/2016,6/5/2017,Corporate,USD,58000,0,JP_1015
2421,102422,SanJose,8/8/2016,7/27/2018,Corporate,USD,76000,0,JP_1031
2422,102423,SanJose,8/8/2016,12/12/2999,Corporate,USD,76000,1,JP_1030
2423,102424,SanJose,8/8/2016,1/16/2018,Corporate,USD,72000,0,JP_1035
2424,102425,SanJose,8/8/2016,7/26/2020,Corporate,USD,53000,0,JP_1020
2425,102426,Boulder,8/8/2016,8/6/2019,Technology,USD,91000,0,JP_1038
2426,102427,Boulder,8/8/2016,12/12/2999,Technology,USD,64000,1,JP_1005
2427,102428,Boulder,8/8/2016,12/12/2999,Technology,USD,95000,1,JP_1039
2428,102429,Boulder,8/8/2016,6/8/2017,Technology,USD,96000,0,JP_1039
2429,102430,NYC,8/8/2016,12/12/2999,Corporate,USD,77000,1,JP_1025
2430,102431,NYC,8/8/2016,12/12/2999,Corporate,USD,50000,1,JP_1037
2431,102432,NYC,8/8/2016,12/12/2999,Corporate,USD,59000,1,JP_1016
2432,102433,NYC,8/8/2016,12/12/2999,Corporate,USD,58000,1,JP_1016
2433,102434,NYC,8/8/2016,12/12/2999,Corporate,USD,63000,1,JP_1006
2434,102435,NYC,8/8/2016,2/20/2020,Corporate,USD,63000,0,JP_1009
2435,102436,Oslo,8/8/2016,12/12/2999,Technology,NOK,536000,1,JP_1040
2436,102437,London,8/8/2016,12/12/2999,Corporate,GBP,28000,1,JP_1029
2437,102438,London,8/8/2016,9/12/2018,Corporate,GBP,25000,0,JP_1032
2438,102439,London,8/11/2016,12/18/2017,Corporate,GBP,32000,0,JP_1032
2439,102440,London,8/11/2016,1/9/2018,Corporate,GBP,37000,0,JP_1014
2440,102441,Boulder,8/11/2016,12/12/2999,Technology,USD,77000,1,JP_1026
2441,102442,Boulder,8/11/2016,7/29/2019,Technology,USD,96000,0,JP_1038
2442,102443,Boulder,8/11/2016,4/17/2018,Technology,USD,94000,0,JP_1038
2443,102444,Boulder,8/11/2016,2/18/2021,Technology,USD,91000,0,JP_1038
2444,102445,Boulder,8/11/2016,12/12/2999,Technology,USD,94000,1,JP_1038
2445,102446,SanJose,8/15/2016,12/12/2999,Corporate,USD,58000,1,JP_1016
2446,102447,SanJose,8/15/2016,12/19/2017,Corporate,USD,80000,0,JP_1023
2447,102448,SanJose,8/15/2016,12/13/2016,Corporate,USD,79000,0,JP_1028
2448,102449,SanJose,8/15/2016,12/12/2999,Corporate,USD,55000,1,JP_1016
2449,102450,SanJose,8/15/2016,12/12/2999,Corporate,USD,52000,1,JP_1016
2450,102451,SanJose,8/15/2016,7/4/2017,Corporate,USD,56000,0,JP_1016
2451,102452,SanJose,8/15/2016,12/12/2999,Corporate,USD,51000,1,JP_1016
2452,102453,SanJose,8/15/2016,10/11/2021,Corporate,USD,60000,1,JP_1008
2453,102454,SanJose,8/15/2016,1/23/2019,Corporate,USD,67000,0,JP_1011
2454,102455,SanJose,8/15/2016,1/28/2018,Corporate,USD,76000,0,JP_1031
2455,102456,SanJose,8/15/2016,12/12/2999,Corporate,USD,53000,1,JP_1037
2456,102457,SanJose,8/15/2016,6/6/2018,Corporate,USD,45000,0,JP_1037
2457,102458,SanJose,8/15/2016,10/1/2018,Corporate,USD,68000,0,JP_1005
2458,102459,SanJose,8/15/2016,12/12/2999,Corporate,USD,61000,1,JP_1003
2459,102460,Boulder,8/15/2016,1/11/2018,Technology,USD,91000,0,JP_1040
2460,102461,Boulder,8/15/2016,12/12/2999,Technology,USD,77000,1,JP_1025
2461,102462,Boulder,8/15/2016,4/20/2020,Technology,USD,96000,0,JP_1040
2462,102463,Boulder,8/15/2016,8/4/2020,Technology,USD,93000,0,JP_1039
2463,102464,Boulder,8/15/2016,9/29/2016,Technology,USD,99000,0,JP_1040
2464,102465,Boulder,8/15/2016,5/25/2017,Technology,USD,94000,0,JP_1040
2465,102466,NYC,8/15/2016,12/12/2999,Corporate,USD,47000,1,JP_1037
2466,102467,NYC,8/15/2016,12/12/2999,Corporate,USD,58000,1,JP_1015
2467,102468,NYC,8/15/2016,8/14/2017,Corporate,USD,56000,0,JP_1016
2468,102469,NYC,8/15/2016,12/12/2999,Corporate,USD,79000,1,JP_1023
2469,102470,NYC,8/15/2016,12/12/2999,Corporate,USD,65000,1,JP_1005
2470,102471,NYC,8/15/2016,2/6/2019,Corporate,USD,76000,0,JP_1022
2471,102472,NYC,8/15/2016,12/11/2022,Corporate,USD,70000,1,JP_1034
2472,102473,NYC,8/15/2016,6/6/2018,Corporate,USD,79000,0,JP_1032
2473,102474,Tokyo,8/15/2016,9/9/2020,Corporate,JPY,9500000,0,JP_1008
2474,102475,Boulder,8/18/2016,1/29/2020,Technology,USD,97000,0,JP_1038
2475,102476,Boulder,8/18/2016,3/14/2017,Technology,USD,92000,0,JP_1038
2476,102477,Boulder,8/18/2016,12/12/2999,Technology,USD,98000,1,JP_1038
2477,102478,Boulder,8/18/2016,11/14/2022,Technology,USD,92000,1,JP_1038
2478,102479,Boulder,8/18/2016,12/12/2999,Technology,USD,99000,1,JP_1039
2479,102480,SanJose,8/22/2016,12/12/2999,Corporate,USD,76000,1,JP_1032
2480,102481,SanJose,8/22/2016,9/27/2017,Corporate,USD,54000,0,JP_1016
2481,102482,SanJose,8/22/2016,8/6/2017,Corporate,USD,62000,0,JP_1005
2482,102483,SanJose,8/22/2016,12/12/2999,Corporate,USD,79000,1,JP_1029
2483,102484,SanJose,8/22/2016,12/12/2999,Corporate,USD,59000,1,JP_1021
2484,102485,SanJose,8/22/2016,6/9/2019,Corporate,USD,78000,0,JP_1029
2485,102486,SanJose,8/22/2016,6/8/2020,Corporate,USD,73000,0,JP_1034
2486,102487,SanJose,8/22/2016,12/12/2999,Corporate,USD,60000,1,JP_1008
2487,102488,SanJose,8/22/2016,10/14/2020,Corporate,USD,52000,0,JP_1016
2488,102489,Boulder,8/22/2016,11/25/2016,Technology,USD,100000,0,JP_1038
2489,102490,Boulder,8/22/2016,12/12/2999,Technology,USD,93000,1,JP_1038
2490,102491,NYC,8/22/2016,12/4/2019,Corporate,USD,80000,0,JP_1027
2491,102492,NYC,8/22/2016,5/8/2018,Corporate,USD,51000,0,JP_1037
2492,102493,London,8/25/2016,12/11/2019,Corporate,GBP,21000,0,JP_1037
2493,102494,London,8/25/2016,12/12/2999,Corporate,GBP,31000,1,JP_1016
2494,102495,London,8/25/2016,12/12/2999,Corporate,GBP,37000,1,JP_1011
2495,102496,London,8/25/2016,12/12/2999,Corporate,GBP,43000,1,JP_1025
2496,102497,Boulder,8/25/2016,6/12/2018,Technology,USD,97000,0,JP_1040
2497,102498,Boulder,8/25/2016,12/13/2018,Technology,USD,99000,0,JP_1038
2498,102499,Boulder,8/25/2016,12/12/2999,Technology,USD,96000,1,JP_1038
2499,102500,Boulder,8/25/2016,1/1/2017,Technology,USD,91000,0,JP_1038
2500,102501,Boulder,8/25/2016,12/12/2999,Technology,USD,100000,1,JP_1038
2501,102502,Boulder,8/25/2016,12/12/2999,Technology,USD,95000,1,JP_1040
2502,102503,Boulder,8/25/2016,12/12/2999,Technology,USD,95000,1,JP_1038
2503,102504,Boulder,8/25/2016,12/23/2019,Technology,USD,98000,0,JP_1038
2504,102505,SanJose,8/29/2016,12/12/2999,Corporate,USD,83000,1,JP_1027
2505,102506,SanJose,8/29/2016,12/12/2999,Corporate,USD,76000,1,JP_1029
2506,102507,SanJose,8/29/2016,4/27/2019,Corporate,USD,52000,0,JP_1037
2507,102508,SanJose,8/29/2016,12/15/2017,Corporate,USD,55000,0,JP_1016
2508,102509,SanJose,8/29/2016,12/12/2999,Corporate,USD,67000,1,JP_1008
2509,102510,SanJose,8/29/2016,7/12/2017,Corporate,USD,57000,0,JP_1016
2510,102511,SanJose,8/29/2016,11/12/2020,Corporate,USD,75000,0,JP_1029
2511,102512,SanJose,8/29/2016,1/1/2022,Corporate,USD,54000,1,JP_1016
2512,102513,SanJose,8/29/2016,1/15/2017,Corporate,USD,79000,0,JP_1023
2513,102514,SanJose,8/29/2016,12/12/2999,Corporate,USD,77000,1,JP_1029
2514,102515,SanJose,8/29/2016,12/12/2999,Corporate,USD,63000,1,JP_1005
2515,102516,SanJose,8/29/2016,12/12/2999,Corporate,USD,75000,1,JP_1035
2516,102517,SanJose,8/29/2016,12/12/2999,Corporate,USD,74000,1,JP_1035
2517,102518,Boulder,8/29/2016,3/12/2019,Technology,USD,95000,0,JP_1040
2518,102519,Boulder,8/29/2016,12/12/2999,Technology,USD,95000,1,JP_1038
2519,102520,Boulder,8/29/2016,12/25/2018,Technology,USD,98000,0,JP_1040
2520,102521,NYC,8/29/2016,12/12/2999,Corporate,USD,68000,1,JP_1013
2521,102522,NYC,8/29/2016,7/9/2020,Corporate,USD,64000,0,JP_1007
2522,102523,NYC,8/29/2016,12/12/2999,Corporate,USD,55000,1,JP_1020
2523,102524,NYC,8/29/2016,12/12/2999,Corporate,USD,75000,1,JP_1032
2524,102525,NYC,8/29/2016,12/12/2999,Corporate,USD,77000,1,JP_1029
2525,102526,Tokyo,8/29/2016,12/12/2999,Corporate,JPY,6066580,1,JP_1034
2526,102527,London,8/29/2016,9/16/2020,Corporate,GBP,28000,0,JP_1016
2527,102528,London,8/29/2016,1/9/2018,Corporate,GBP,38000,0,JP_1027
2528,102529,SanJose,8/29/2016,12/12/2999,Corporate,USD,66000,1,JP_1008
2529,102530,London,9/1/2016,12/12/2999,Corporate,GBP,32000,1,JP_1031
2530,102531,Boulder,9/1/2016,12/12/2999,Technology,USD,91000,1,JP_1039
2531,102532,Boulder,9/1/2016,6/21/2017,Technology,USD,96000,0,JP_1041
2532,102533,Boulder,9/1/2016,11/5/2021,Technology,USD,98000,1,JP_1039
2533,102534,Boulder,9/1/2016,4/23/2018,Technology,USD,91000,0,JP_1038
2534,102535,Boulder,9/1/2016,10/31/2016,Technology,USD,99000,0,JP_1039
2535,102536,SanJose,9/5/2016,12/12/2999,Corporate,USD,65000,1,JP_1006
2536,102537,SanJose,9/5/2016,12/12/2999,Corporate,USD,80000,1,JP_1026
2537,102538,SanJose,9/5/2016,1/3/2020,Corporate,USD,51000,0,JP_1015
2538,102539,SanJose,9/5/2016,12/12/2999,Corporate,USD,72000,1,JP_1029
2539,102540,SanJose,9/5/2016,12/12/2999,Corporate,USD,57000,1,JP_1021
2540,102541,SanJose,9/5/2016,12/12/2999,Corporate,USD,80000,1,JP_1035
2541,102542,SanJose,9/5/2016,12/12/2999,Corporate,USD,76000,1,JP_1029
2542,102543,SanJose,9/5/2016,3/16/2017,Corporate,USD,53000,0,JP_1016
2543,102544,SanJose,9/5/2016,11/9/2018,Corporate,USD,64000,0,JP_1012
2544,102545,SanJose,9/5/2016,12/12/2999,Corporate,USD,74000,1,JP_1029
2545,102546,SanJose,9/5/2016,6/16/2017,Corporate,USD,78000,0,JP_1029
2546,102547,SanJose,9/5/2016,12/12/2999,Corporate,USD,76000,1,JP_1029
2547,102548,SanJose,9/5/2016,1/13/2017,Corporate,USD,57000,0,JP_1016
2548,102549,SanJose,9/5/2016,12/12/2999,Corporate,USD,56000,1,JP_1019
2549,102550,SanJose,9/5/2016,5/19/2019,Corporate,USD,59000,0,JP_1015
2550,102551,SanJose,9/5/2016,9/19/2017,Corporate,USD,78000,0,JP_1029
2551,102552,SanJose,9/5/2016,6/22/2018,Corporate,USD,54000,0,JP_1016
2552,102553,SanJose,9/5/2016,5/18/2018,Corporate,USD,79000,0,JP_1026
2553,102554,Boulder,9/5/2016,12/12/2999,Technology,USD,99000,1,JP_1039
2554,102555,Boulder,9/5/2016,12/12/2999,Technology,USD,92000,1,JP_1038
2555,102556,Boulder,9/5/2016,12/12/2999,Technology,USD,93000,1,JP_1038
2556,102557,Boulder,9/5/2016,8/28/2023,Technology,USD,61000,1,JP_1011
2557,102558,Boulder,9/5/2016,12/12/2999,Technology,USD,95000,1,JP_1038
2558,102559,NYC,9/5/2016,7/16/2020,Corporate,USD,51000,0,JP_1021
2559,102560,NYC,9/5/2016,12/12/2999,Corporate,USD,62000,1,JP_1013
2560,102561,NYC,9/5/2016,12/12/2999,Corporate,USD,57000,1,JP_1019
2561,102562,Tokyo,9/5/2016,12/12/2999,Corporate,JPY,7004000,1,JP_1028
2562,102563,Tokyo,9/5/2016,2/15/2020,Corporate,JPY,9499000,0,JP_1006
2563,102564,Oslo,9/8/2016,12/12/2999,Technology,NOK,534000,1,JP_1006
2564,102565,London,9/8/2016,12/2/2017,Corporate,GBP,35000,0,JP_1016
2565,102566,London,9/8/2016,8/26/2018,Corporate,GBP,29000,0,JP_1015
2566,102567,Boulder,9/8/2016,12/12/2999,Technology,USD,96000,1,JP_1040
2567,102568,Boulder,9/8/2016,12/28/2022,Technology,USD,97000,1,JP_1039
2568,102569,Boulder,9/8/2016,12/12/2999,Technology,USD,95000,1,JP_1038
2569,102570,Boulder,9/8/2016,3/30/2017,Technology,USD,96000,0,JP_1040
2570,102571,SanJose,9/12/2016,12/12/2999,Corporate,USD,54000,1,JP_1015
2571,102572,SanJose,9/12/2016,12/12/2999,Corporate,USD,51000,1,JP_1019
2572,102573,SanJose,9/12/2016,9/3/2017,Corporate,USD,52000,0,JP_1015
2573,102574,SanJose,9/12/2016,2/24/2023,Corporate,USD,50000,1,JP_1016
2574,102575,SanJose,9/12/2016,12/12/2999,Corporate,USD,74000,1,JP_1029
2575,102576,SanJose,9/12/2016,10/29/2020,Corporate,USD,61000,0,JP_1012
2576,102577,SanJose,9/12/2016,4/8/2021,Corporate,USD,51000,0,JP_1016
2577,102578,SanJose,9/12/2016,12/12/2999,Corporate,USD,62000,1,JP_1008
2578,102579,SanJose,9/12/2016,12/12/2999,Corporate,USD,77000,1,JP_1029
2579,102580,SanJose,9/12/2016,1/17/2023,Corporate,USD,50000,1,JP_1016
2580,102581,SanJose,9/12/2016,5/11/2021,Corporate,USD,59000,0,JP_1016
2581,102582,SanJose,9/12/2016,12/12/2999,Corporate,USD,64000,1,JP_1006
2582,102583,SanJose,9/12/2016,8/20/2021,Corporate,USD,50000,1,JP_1037
2583,102584,SanJose,9/12/2016,3/6/2019,Corporate,USD,79000,0,JP_1025
2584,102585,SanJose,9/12/2016,10/5/2017,Corporate,USD,73000,0,JP_1035
2585,102586,SanJose,9/12/2016,12/12/2999,Corporate,USD,49000,1,JP_1037
2586,102587,SanJose,9/12/2016,12/12/2999,Corporate,USD,60000,1,JP_1016
2587,102588,SanJose,9/12/2016,12/12/2999,Corporate,USD,58000,1,JP_1016
2588,102589,Boulder,9/12/2016,2/15/2018,Technology,USD,90000,0,JP_1040
2589,102590,Boulder,9/12/2016,12/12/2999,Technology,USD,97000,1,JP_1038
2590,102591,Boulder,9/12/2016,4/28/2021,Technology,USD,93000,0,JP_1038
2591,102592,NYC,9/12/2016,5/2/2021,Corporate,USD,75000,0,JP_1029
2592,102593,NYC,9/12/2016,12/12/2999,Corporate,USD,75000,1,JP_1032
2593,102594,NYC,9/12/2016,12/12/2999,Corporate,USD,50000,1,JP_1016
2594,102595,NYC,9/12/2016,5/17/2021,Corporate,USD,56000,0,JP_1016
2595,102596,NYC,9/12/2016,6/13/2017,Corporate,USD,51000,0,JP_1016
2596,102597,NYC,9/12/2016,12/12/2999,Corporate,USD,54000,1,JP_1015
2597,102598,London,9/12/2016,11/13/2017,Corporate,GBP,28000,0,JP_1018
2598,102599,London,9/12/2016,12/12/2999,Corporate,GBP,37000,1,JP_1010
2599,102600,London,9/12/2016,4/15/2020,Corporate,GBP,36000,0,JP_1005
2600,102601,Oslo,9/15/2016,4/8/2019,Technology,NOK,534000,0,JP_1038
2601,102602,London,9/15/2016,12/12/2999,Corporate,GBP,32000,1,JP_1016
2602,102603,Boulder,9/15/2016,1/31/2021,Technology,USD,91000,0,JP_1041
2603,102604,Boulder,9/15/2016,8/15/2018,Technology,USD,93000,0,JP_1040
2604,102605,Boulder,9/15/2016,9/18/2023,Technology,USD,91000,1,JP_1039
2605,102606,Boulder,9/15/2016,12/24/2021,Technology,USD,95000,1,JP_1038
2606,102607,Boulder,9/15/2016,12/12/2999,Technology,USD,93000,1,JP_1038
2607,102608,Boulder,9/15/2016,12/12/2999,Technology,USD,91000,1,JP_1039
2608,102609,SanJose,9/19/2016,10/10/2017,Corporate,USD,56000,0,JP_1021
2609,102610,SanJose,9/19/2016,10/22/2022,Corporate,USD,75000,1,JP_1029
2610,102611,SanJose,9/19/2016,5/16/2019,Corporate,USD,82000,0,JP_1025
2611,102612,SanJose,9/19/2016,12/12/2999,Corporate,USD,51000,1,JP_1021
2612,102613,SanJose,9/19/2016,12/12/2999,Corporate,USD,75000,1,JP_1035
2613,102614,SanJose,9/19/2016,9/6/2021,Corporate,USD,69000,1,JP_1006
2614,102615,SanJose,9/19/2016,12/12/2999,Corporate,USD,73000,1,JP_1029
2615,102616,SanJose,9/19/2016,12/12/2999,Corporate,USD,56000,1,JP_1018
2616,102617,SanJose,9/19/2016,1/11/2021,Corporate,USD,63000,0,JP_1006
2617,102618,SanJose,9/19/2016,12/12/2999,Corporate,USD,65000,1,JP_1006
2618,102619,SanJose,9/19/2016,12/12/2999,Corporate,USD,76000,1,JP_1031
2619,102620,SanJose,9/19/2016,12/12/2999,Corporate,USD,56000,1,JP_1016
2620,102621,SanJose,9/19/2016,9/18/2021,Corporate,USD,76000,1,JP_1025
2621,102622,SanJose,9/19/2016,3/3/2017,Corporate,USD,59000,0,JP_1015
2622,102623,SanJose,9/19/2016,12/12/2999,Corporate,USD,73000,1,JP_1029
2623,102624,Boulder,9/19/2016,1/16/2019,Technology,USD,95000,0,JP_1038
2624,102625,Boulder,9/19/2016,4/20/2018,Technology,USD,95000,0,JP_1038
2625,102626,Boulder,9/19/2016,6/8/2019,Technology,USD,93000,0,JP_1038
2626,102627,Boulder,9/19/2016,5/3/2017,Technology,USD,99000,0,JP_1038
2627,102628,NYC,9/19/2016,12/12/2999,Corporate,USD,54000,1,JP_1016
2628,102629,NYC,9/19/2016,10/2/2020,Corporate,USD,55000,0,JP_1016
2629,102630,Boulder,9/26/2016,1/4/2017,Technology,USD,91000,0,JP_1038
2630,102631,Boulder,9/26/2016,9/7/2021,Technology,USD,93000,1,JP_1040
2631,102632,Boulder,9/26/2016,12/12/2999,Technology,USD,90000,1,JP_1038
2632,102633,Boulder,9/26/2016,2/15/2018,Technology,USD,92000,0,JP_1039
2633,102634,Boulder,9/26/2016,12/12/2999,Technology,USD,90000,1,JP_1038
2634,102635,NYC,9/26/2016,8/23/2018,Corporate,USD,66000,0,JP_1005
2635,102636,NYC,9/26/2016,5/13/2019,Corporate,USD,51000,0,JP_1037
2636,102637,NYC,9/26/2016,7/9/2020,Corporate,USD,76000,0,JP_1031
2637,102638,Boulder,10/3/2016,11/28/2021,Technology,USD,99000,1,JP_1041
2638,102639,Boulder,10/3/2016,12/12/2999,Technology,USD,90000,1,JP_1038
2639,102640,Boulder,10/3/2016,11/11/2016,Technology,USD,92000,0,JP_1038
2640,102641,Boulder,10/3/2016,10/21/2019,Technology,USD,100000,0,JP_1039
2641,102642,Boulder,10/3/2016,1/24/2021,Technology,USD,92000,0,JP_1040
2642,102643,NYC,10/3/2016,9/8/2021,Corporate,USD,72000,1,JP_1029
2643,102644,Boulder,10/10/2016,12/12/2999,Technology,USD,92000,1,JP_1038
2644,102645,Boulder,10/10/2016,7/10/2020,Technology,USD,94000,0,JP_1040
2645,102646,NYC,10/10/2016,11/4/2021,Corporate,USD,75000,1,JP_1032
2646,102647,NYC,10/10/2016,10/22/2019,Corporate,USD,76000,0,JP_1025
2647,102648,Oslo,10/10/2016,12/12/2999,Technology,NOK,534000,1,JP_1038
2648,102649,London,10/10/2016,12/12/2999,Corporate,GBP,23000,1,JP_1029
2649,102650,Boulder,10/17/2016,12/12/2999,Technology,USD,94000,1,JP_1041
2650,102651,Boulder,10/17/2016,1/7/2019,Technology,USD,98000,0,JP_1038
2651,102652,Boulder,10/17/2016,12/12/2999,Technology,USD,97000,1,JP_1039
